date,ticker,volume_yesterday,volume_ma20,articles_count,sources_count,raw_sentiment,weighted_sentiment,news_window_start,news_window_end,passed_volume,passed_news,passed_all_filters
2024-11-27,NVDA,190287654,228796356.7,47,3,0.43762127659574457,0.43762127659574457,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,MSFT,23458889,24578701.35,30,4,0.3913366666666666,0.39133666666666667,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,AAPL,45986189,47058411.15,30,2,0.31702,0.31701999999999997,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,AMZN,41673737,48290519.9,34,3,0.5083058823529412,0.508305882352941,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,GOOGL,20486720,30523449.8,27,3,0.3024703703703704,0.30247037037037044,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,META,10356550,13858340.55,22,3,0.427090909090909,0.427090909090909,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,AVGO,16308772,18796938.8,4,2,0.346125,0.346125,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,TSM,10186572,12533429.2,8,2,0.447875,0.4478750000000001,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,TSLA,62295857,105867823.15,24,3,0.22382916666666666,0.22382916666666666,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,False,False
2024-11-27,ORCL,6427210,7640140.25,4,2,0.105025,0.105025,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,False,False
2024-11-27,ADBE,2415735,2776690.25,2,2,0.6407499999999999,0.6407499999999999,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,CSCO,14209693,21044076.25,2,2,-0.0258,-0.0258,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,False,False
2024-11-27,INTU,1784179,1881169.25,2,1,0.5313,0.5313,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,True,False
2024-11-27,QCOM,9489853,9620131.85,13,4,0.15187692307692308,0.1518769230769231,2024-11-26 09:30:00 ET,2024-11-27 09:30:00 ET,False,False,False
