ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-11-12,59,0.42953220338983056,0.4295322033898306,True,True,3
MSFT,2024-11-12,37,0.5513729729729728,0.5513729729729728,True,True,5
AAPL,2024-11-12,30,0.33132666666666666,0.33132666666666666,True,False,4
AMZN,2024-11-12,35,0.5483914285714286,0.5483914285714284,True,True,4
GOOGL,2024-11-12,30,0.4167933333333334,0.41679333333333335,True,True,4
META,2024-11-12,26,0.4056423076923077,0.40564230769230775,True,True,4
AVGO,2024-11-12,13,0.39303846153846156,0.39303846153846156,True,True,4
TSM,2024-11-12,25,0.45805599999999996,0.4580560000000001,True,True,2
TSLA,2024-11-12,60,0.5362449999999999,0.536245,True,True,3
ORCL,2024-11-12,8,0.16727499999999998,0.167275,True,False,3
ADBE,2024-11-12,3,0.3707666666666667,0.3707666666666667,True,True,1
CRM,2024-11-12,8,0.374725,0.37472500000000003,True,True,3
NFLX,2024-11-12,8,0.2924125,0.29241249999999996,True,False,3
AMD,2024-11-12,10,0.52043,0.52043,True,True,2
INTC,2024-11-12,11,0.4897363636363636,0.4897363636363636,True,True,3
QCOM,2024-11-12,6,0.7297666666666666,0.7297666666666666,True,True,3
TXN,2024-11-12,3,0.5696333333333333,0.5696333333333333,True,True,3
AMAT,2024-11-12,5,0.35957999999999996,0.35957999999999996,True,True,3
MU,2024-11-12,7,0.5301428571428571,0.5301428571428571,True,True,3
ADI,2024-11-12,0,0.0,0.0,False,False,0
