ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-11-26,71,0.3898042253521127,0.3898042253521127,True,True,5
MSFT,2024-11-26,35,0.23113714285714287,0.23113714285714282,True,False,4
AAPL,2024-11-26,34,0.06738529411764704,0.06738529411764708,True,False,5
AMZN,2024-11-26,39,0.5007435897435898,0.5007435897435898,True,True,4
GOOGL,2024-11-26,25,0.325036,0.32503600000000005,True,False,5
META,2024-11-26,29,0.11261034482758622,0.11261034482758618,True,False,5
AVGO,2024-11-26,11,0.5398000000000001,0.5398000000000001,True,True,3
TSM,2024-11-26,11,0.26592727272727273,0.26592727272727273,True,False,2
TSLA,2024-11-26,29,0.27724482758620694,0.27724482758620694,True,False,5
ORCL,2024-11-26,4,0.499725,0.499725,True,True,2
ADBE,2024-11-26,6,0.20561666666666667,0.20561666666666667,True,False,2
CRM,2024-11-26,16,0.45630624999999997,0.45630625,True,True,3
NFLX,2024-11-26,12,0.4136333333333333,0.4136333333333333,True,True,3
AMD,2024-11-26,14,0.5452428571428571,0.5452428571428571,True,True,3
INTC,2024-11-26,16,0.4558375,0.4558375,True,True,4
QCOM,2024-11-26,12,0.425375,0.425375,True,True,3
TXN,2024-11-26,3,0.6907666666666668,0.6907666666666668,True,True,3
AMAT,2024-11-26,3,0.44989999999999997,0.44989999999999997,True,True,3
MU,2024-11-26,6,0.26575,0.26575,True,False,3
ADI,2024-11-26,6,0.4162333333333334,0.4162333333333334,True,True,3
