date,ticker,volume_yesterday,volume_ma20,articles_count,sources_count,raw_sentiment,weighted_sentiment,news_window_start,news_window_end,passed_volume,passed_news,passed_all_filters
2024-12-05,NVDA,231224295,225341556.6,44,5,0.3938181818181818,0.3938181818181818,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,MSFT,26009429,22272408.1,43,4,0.47948139534883727,0.4794813953488371,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,AAPL,44383935,44237827.7,33,5,0.32465151515151514,0.3246515151515151,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,AMZN,48745716,42882460.5,51,5,0.6119431372549019,0.611943137254902,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,GOOGL,31615137,26822731.9,42,5,0.3681904761904762,0.36819047619047607,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,META,14697006,12138878.2,33,5,0.42148787878787874,0.42148787878787874,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,AVGO,32748246,19451122.55,20,3,0.36378499999999997,0.363785,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,TSM,12761061,12610830.25,22,2,0.20209545454545452,0.20209545454545452,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,False,False
2024-12-05,TSLA,50810874,104164329.35,33,5,0.27253030303030307,0.272530303030303,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,False,False,False
2024-12-05,ORCL,8906283,8062050.3,7,4,0.5175714285714286,0.5175714285714286,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,ADBE,3307041,2731955.5,3,2,0.6025666666666667,0.6025666666666667,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,True,True,True
2024-12-05,CSCO,16872103,20590115.85,11,3,0.4417363636363637,0.4417363636363636,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,False,True,False
2024-12-05,INTU,1620046,1867053.65,4,3,0.092225,0.092225,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,False,False,False
2024-12-05,QCOM,6721577,9622303.6,8,3,0.5731625,0.5731625,2024-12-04 09:30:00 ET,2024-12-05 09:30:00 ET,False,True,False
