ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-11-14,63,0.37189206349206344,0.37189206349206344,True,True,3
MSFT,2024-11-14,53,0.36085849056603764,0.3608584905660377,True,True,5
AAPL,2024-11-14,64,0.2777015625,0.2777015625000001,True,False,5
AMZN,2024-11-14,72,0.4829569444444444,0.48295694444444454,True,True,5
GOOGL,2024-11-14,60,0.32699999999999996,0.3269999999999999,True,False,4
META,2024-11-14,51,0.3488176470588235,0.3488176470588235,True,False,5
AVGO,2024-11-14,15,0.22233333333333333,0.22233333333333333,True,False,3
TSM,2024-11-14,14,0.26387857142857146,0.26387857142857146,True,False,2
TSLA,2024-11-14,79,0.37239367088607594,0.372393670886076,True,True,4
ORCL,2024-11-14,17,0.4156058823529412,0.4156058823529412,True,True,4
ADBE,2024-11-14,15,0.5073133333333334,0.5073133333333334,True,True,4
CRM,2024-11-14,25,0.47406,0.47406,True,True,4
NFLX,2024-11-14,26,0.37261153846153844,0.37261153846153844,True,True,4
AMD,2024-11-14,30,0.40488,0.40488000000000013,True,True,3
INTC,2024-11-14,13,0.09755384615384616,0.09755384615384616,True,False,3
QCOM,2024-11-14,16,0.3592375,0.35923749999999993,True,True,3
TXN,2024-11-14,9,0.3040888888888889,0.3040888888888889,True,False,3
AMAT,2024-11-14,8,0.35040000000000004,0.3504,True,True,3
MU,2024-11-14,11,0.2655090909090909,0.2655090909090909,True,False,3
ADI,2024-11-14,4,0.13935,0.13935,True,False,2
