ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-18,97,0.33543505154639175,0.3354350515463916,True,False,4
MSFT,2024-12-18,58,0.41521379310344825,0.4152137931034482,True,True,5
AAPL,2024-12-18,69,0.2308246376811594,0.23082463768115943,True,False,5
AMZN,2024-12-18,72,0.36945,0.36944999999999983,True,True,5
GOOGL,2024-12-18,81,0.3778592592592593,0.3778592592592592,True,True,5
META,2024-12-18,71,0.28044507042253514,0.2804450704225352,True,False,5
AVGO,2024-12-18,72,0.4224402777777778,0.42244027777777776,True,True,5
TSM,2024-12-18,10,0.44928999999999997,0.44928999999999997,True,True,2
TSLA,2024-12-18,74,0.3826324324324324,0.38263243243243233,True,True,5
ORCL,2024-12-18,12,0.32884166666666664,0.32884166666666664,True,False,3
ADBE,2024-12-18,11,0.4322818181818182,0.43228181818181816,True,True,2
CRM,2024-12-18,16,0.33678125000000003,0.33678125,True,False,4
NFLX,2024-12-18,19,0.41066315789473684,0.41066315789473684,True,True,5
AMD,2024-12-18,30,0.40628000000000003,0.40628,True,True,3
INTC,2024-12-18,16,0.1955625,0.19556250000000003,True,False,5
QCOM,2024-12-18,23,0.3620565217391304,0.3620565217391305,True,True,4
TXN,2024-12-18,6,0.2779,0.2779,True,False,3
AMAT,2024-12-18,5,0.5703,0.5703,True,True,3
MU,2024-12-18,24,0.30634583333333326,0.3063458333333333,True,False,4
ADI,2024-12-18,2,0.8221,0.8221,True,True,2
