ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-17,68,0.500275,0.500275,True,True,2
MSFT,2024-12-17,49,0.5470918367346939,0.5470918367346937,True,True,5
AAPL,2024-12-17,55,0.27832363636363633,0.2783236363636364,True,False,5
AMZN,2024-12-17,53,0.5153094339622643,0.515309433962264,True,True,4
GOOGL,2024-12-17,61,0.4345901639344262,0.434590163934426,True,True,5
META,2024-12-17,46,0.3178413043478261,0.31784130434782604,True,False,5
AVGO,2024-12-17,48,0.48152708333333333,0.4815270833333332,True,True,4
TSM,2024-12-17,9,0.5547333333333333,0.5547333333333333,True,True,2
TSLA,2024-12-17,55,0.3337218181818181,0.3337218181818181,True,False,4
ORCL,2024-12-17,11,0.44695454545454544,0.44695454545454544,True,True,3
ADBE,2024-12-17,9,0.40853333333333336,0.40853333333333336,True,True,3
CRM,2024-12-17,6,0.11588333333333334,0.11588333333333334,True,False,4
NFLX,2024-12-17,17,0.41305882352941176,0.41305882352941176,True,True,5
AMD,2024-12-17,23,0.5344043478260869,0.5344043478260869,True,True,3
INTC,2024-12-17,12,0.307375,0.307375,True,False,4
QCOM,2024-12-17,16,0.44833124999999996,0.44833125,True,True,3
TXN,2024-12-17,4,0.162875,0.162875,True,False,2
AMAT,2024-12-17,4,0.257675,0.257675,True,False,3
MU,2024-12-17,20,0.295265,0.295265,True,False,3
ADI,2024-12-17,2,0.8221,0.8221,True,True,2
