date,ticker,volume_yesterday,volume_ma20,articles_count,sources_count,raw_sentiment,weighted_sentiment,news_window_start,news_window_end,passed_volume,passed_news,passed_all_filters
2024-11-15,NVDA,194463301,202927740.6,62,5,0.2949112903225807,0.29491129032258057,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,False,False,False
2024-11-15,MSFT,30246881,22193636.25,42,5,0.14005238095238096,0.14005238095238098,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,False,False
2024-11-15,AAPL,44923941,43796546.1,34,5,0.30197058823529416,0.3019705882352941,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,True,True
2024-11-15,AMZN,42620309,42217638.7,58,5,0.3325086206896552,0.33250862068965503,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,True,True
2024-11-15,GOOGL,31007457,27756212.45,36,5,0.3596416666666667,0.3596416666666667,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,True,True
2024-11-15,META,11053743,13132762.75,31,5,0.17602903225806452,0.17602903225806454,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,False,False,False
2024-11-15,AVGO,20638855,17858023.0,9,3,0.18144444444444444,0.18144444444444444,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,False,False
2024-11-15,TSM,11453908,13971596.6,14,2,0.28755,0.28755,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,False,False,False
2024-11-15,TSLA,120726109,109566310.7,55,5,0.14383636363636362,0.14383636363636365,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,False,False
2024-11-15,ORCL,7804318,5993277.15,3,3,0.3962666666666667,0.3962666666666667,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,True,True
2024-11-15,ADBE,3098800,2591009.45,4,2,0.006599999999999995,0.006599999999999995,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,False,False
2024-11-15,CSCO,33747654,18249022.8,17,5,0.27645294117647057,0.27645294117647057,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,False,False
2024-11-15,INTU,1769831,1417746.2,1,1,0,0,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,True,False,False
2024-11-15,QCOM,7012644,8592411.65,6,3,0.5449499999999999,0.5449499999999999,2024-11-14 09:30:00 ET,2024-11-15 09:30:00 ET,False,True,False
