date,ticker,volume_yesterday,volume_ma20,articles_count,sources_count,raw_sentiment,weighted_sentiment,news_window_start,news_window_end,passed_volume,passed_news,passed_all_filters
2025-01-15,NVDA,195590485,214717785.35,26,4,0.3253923076923077,0.3253923076923077,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,True,False
2025-01-15,MSFT,16935857,19964523.2,25,4,0.279732,0.279732,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,False,False
2025-01-15,AAPL,39435294,49020013.45,11,3,0.3160636363636363,0.3160636363636363,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,True,False
2025-01-15,AMZN,24711650,32436651.05,15,3,0.5258466666666667,0.5258466666666667,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,True,False
2025-01-15,GOOGL,17174854,26389074.35,12,3,0.26191666666666663,0.26191666666666663,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,False,False
2025-01-15,META,13598342,12994474.75,20,4,0.10583499999999997,0.10583499999999998,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,True,False,False
2025-01-15,AVGO,18143124,44879225.8,7,3,0.579742857142857,0.579742857142857,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,True,False
2025-01-15,TSM,14182944,13648953.05,2,1,0.90435,0.90435,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,True,False,False
2025-01-15,TSLA,84565022,91079290.85,22,4,0.11781363636363638,0.11781363636363638,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,False,False
2025-01-15,ORCL,7410242,7404428.2,3,2,0.44706666666666667,0.44706666666666667,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,True,True,True
2025-01-15,ADBE,3577116,4787283.75,0,0,0,0,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,False,False
2025-01-15,CSCO,16715456,19850898.5,2,2,0.8392999999999999,0.8392999999999999,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,False,False
2025-01-15,INTU,1697349,1537586.15,0,0,0,0,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,True,False,False
2025-01-15,QCOM,6476497,7448331.65,5,2,0.23842,0.23842,2025-01-14 09:30:00 ET,2025-01-15 09:30:00 ET,False,False,False
