ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-26,144,0.35798125000000003,0.3579812499999999,True,True,5
MSFT,2025-03-26,70,0.43123428571428574,0.4312342857142855,True,True,4
AAPL,2025-03-26,78,0.22334487179487184,0.2233448717948719,True,False,5
AMZN,2025-03-26,69,0.5108652173913044,0.5108652173913043,True,True,5
GOOGL,2025-03-26,72,0.42535972222222224,0.42535972222222235,True,True,5
META,2025-03-26,66,0.26364545454545457,0.26364545454545446,True,False,5
AVGO,2025-03-26,33,0.34974242424242424,0.34974242424242424,True,False,3
TSM,2025-03-26,7,0.39267142857142856,0.39267142857142856,True,True,1
TSLA,2025-03-26,147,0.22253469387755104,0.2225346938775511,True,False,5
ORCL,2025-03-26,23,0.5845695652173911,0.5845695652173913,True,True,4
ADBE,2025-03-26,10,0.29066000000000003,0.29066000000000003,True,False,3
CSCO,2025-03-26,11,0.3382454545454545,0.3382454545454545,True,False,3
INTU,2025-03-26,3,0.08246666666666667,0.08246666666666667,True,False,3
QCOM,2025-03-26,5,-0.23938,-0.23938,True,False,3
