ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-05,112,0.34514642857142863,0.3451464285714286,True,False,5
MSFT,2024-12-05,82,0.41730609756097564,0.41730609756097575,True,True,5
AAPL,2024-12-05,71,0.17442394366197186,0.17442394366197192,True,False,5
AMZN,2024-12-05,111,0.4993072072072072,0.49930720720720717,True,True,5
GOOGL,2024-12-05,59,0.36994576271186436,0.36994576271186436,True,True,5
META,2024-12-05,71,0.36041830985915485,0.3604183098591548,True,True,5
AVGO,2024-12-05,27,0.26831851851851857,0.26831851851851857,True,False,4
TSM,2024-12-05,17,0.11200588235294118,0.11200588235294118,True,False,2
TSLA,2024-12-05,86,0.045758139534883724,0.045758139534883696,True,False,5
ORCL,2024-12-05,12,0.35274999999999995,0.3527499999999999,True,True,4
ADBE,2024-12-05,14,0.33553571428571427,0.33553571428571427,True,False,4
CRM,2024-12-05,81,0.44095555555555555,0.44095555555555543,True,True,5
NFLX,2024-12-05,18,0.13015,0.13015000000000002,True,False,4
AMD,2024-12-05,31,0.29002903225806453,0.29002903225806453,True,False,3
INTC,2024-12-05,60,0.12073666666666669,0.12073666666666669,True,False,5
QCOM,2024-12-05,19,0.32343157894736846,0.3234315789473685,True,False,4
TXN,2024-12-05,12,0.15849166666666667,0.15849166666666667,True,False,3
AMAT,2024-12-05,14,0.39154285714285714,0.39154285714285714,True,True,4
MU,2024-12-05,11,0.23961818181818184,0.23961818181818179,True,False,4
ADI,2024-12-05,6,0.12861666666666668,0.12861666666666668,True,False,3
