date,ticker,volume_yesterday,volume_ma20,articles_count,sources_count,raw_sentiment,weighted_sentiment,news_window_start,news_window_end,passed_volume,passed_news,passed_all_filters
2025-07-23,NVDA,193232007,180704905.65,66,2,0.3295363636363637,0.32953636363636374,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,True,True,True
2025-07-23,MSFT,13868644,18038424.4,66,3,0.2434242424242424,0.24342424242424246,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,AAPL,46404072,52032774.4,48,2,0.28375416666666664,0.2837541666666667,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,AMZN,37483702,42872694.65,63,3,0.46650476190476187,0.4665047619047619,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,GOOGL,44660215,40138678.6,64,2,0.31288593750000004,0.31288593750000004,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,True,True,True
2025-07-23,META,8921064,11427034.05,46,3,0.3156586956521739,0.31565869565217397,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,AVGO,16567191,18989191.6,21,2,0.28315238095238093,0.28315238095238093,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,TSM,11919542,12291182.05,6,1,0.25566666666666665,0.25566666666666665,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,TSLA,77371071,93559917.55,65,3,0.3276476923076923,0.3276476923076923,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,ORCL,11380866,14766160.0,18,3,0.45153888888888893,0.45153888888888893,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,ADBE,2448998,3764544.25,4,1,0.34902500000000003,0.34902500000000003,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,CSCO,14527150,19550010.25,10,1,0.5558700000000001,0.5558700000000001,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,True,False
2025-07-23,INTU,1027593,1449684.1,3,1,0.8779,0.8779,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,False,False
2025-07-23,QCOM,6951574,7567003.15,4,2,0.7442,0.7442,2025-07-22 09:30:00 ET,2025-07-23 09:30:00 ET,False,False,False
