date,ticker,volume_yesterday,volume_ma20,articles_count,sources_count,raw_sentiment,weighted_sentiment,news_window_start,news_window_end,passed_volume,passed_news,passed_all_filters
2025-03-06,NVDA,284337886,261060756.45,34,3,0.050732352941176465,0.050732352941176465,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,True,False,False
2025-03-06,MSFT,23433132,23094442.45,14,4,0.3047785714285714,0.3047785714285714,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,True,True,True
2025-03-06,AAPL,47227643,44605228.95,11,2,0.22789090909090912,0.22789090909090912,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,True,False,False
2025-03-06,AMZN,38610085,42943128.7,21,4,0.15614761904761906,0.15614761904761906,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,False,False,False
2025-03-06,GOOGL,30954922,33734263.05,8,4,0.3528375,0.35283749999999997,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,False,True,False
2025-03-06,META,13770026,15460216.45,5,1,0.53352,0.53352,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,False,True,False
2025-03-06,AVGO,25644540,25420695.0,11,2,0.18125454545454545,0.18125454545454545,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,True,False,False
2025-03-06,TSM,17333996,16719357.9,4,1,0.31542499999999996,0.31542499999999996,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,True,True,True
2025-03-06,TSLA,94042913,88375696.8,20,4,0.124315,0.124315,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,True,False,False
2025-03-06,ORCL,7140996,8661961.7,3,3,0.2566,0.2566,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,False,False,False
2025-03-06,ADBE,2406219,2868225.6,3,2,0.6258666666666667,0.6258666666666667,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,False,True,False
2025-03-06,CSCO,14931472,21217884.85,5,2,0.46369999999999995,0.46369999999999995,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,False,True,False
2025-03-06,INTU,1615471,2109558.25,3,2,0.5466666666666667,0.5466666666666667,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,False,True,False
2025-03-06,QCOM,6786851,8771888.45,2,2,0.5191,0.5191,2025-03-05 09:30:00 ET,2025-03-06 09:30:00 ET,False,True,False
