ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-06,54,0.2207666666666667,0.22076666666666675,True,False,4
MSFT,2025-03-06,44,0.1782,0.1782,True,False,4
AAPL,2025-03-06,32,0.213265625,0.21326562499999996,True,False,4
AMZN,2025-03-06,29,0.5263344827586207,0.5263344827586208,True,True,4
GOOGL,2025-03-06,22,0.12816818181818182,0.12816818181818182,True,False,4
META,2025-03-06,16,0.22449375,0.22449375,True,False,4
AVGO,2025-03-06,15,0.18438666666666667,0.18438666666666667,True,False,4
TSM,2025-03-06,6,0.6,0.6,True,True,1
TSLA,2025-03-06,46,0.019780434782608693,0.019780434782608696,True,False,4
ORCL,2025-03-06,7,0.27134285714285716,0.27134285714285716,True,False,3
ADBE,2025-03-06,3,0.5578333333333333,0.5578333333333333,True,True,2
CSCO,2025-03-06,6,0.3746,0.3746,True,True,3
INTU,2025-03-06,7,0.6114428571428573,0.6114428571428573,True,True,3
QCOM,2025-03-06,4,0.605525,0.605525,True,True,2
