ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-10,12,0.16065833333333332,0.16065833333333332,True,False,3
MSFT,2025-03-10,7,0.4117571428571429,0.4117571428571429,True,True,2
AAPL,2025-03-10,3,0.6034,0.6034,True,True,1
AMZN,2025-03-10,6,0.2576,0.2576,True,False,3
GOOGL,2025-03-10,8,0.22057500000000002,0.22057500000000002,True,False,2
META,2025-03-10,3,0.3107333333333333,0.3107333333333333,True,False,1
AVGO,2025-03-10,7,0.2423142857142857,0.2423142857142857,True,False,2
TSM,2025-03-10,3,0.3786333333333333,0.3786333333333333,True,True,1
TSLA,2025-03-10,6,0.2853833333333334,0.2853833333333334,True,False,3
ORCL,2025-03-10,4,0.0773,0.0773,True,False,2
ADBE,2025-03-10,6,-0.04168333333333332,-0.04168333333333332,True,False,2
CSCO,2025-03-10,4,0.06177500000000001,0.06177500000000001,True,False,2
INTU,2025-03-10,0,0.0,0.0,False,False,0
QCOM,2025-03-10,2,0.7561,0.7561,True,True,1
