ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-27,59,0.4113389830508475,0.4113389830508475,True,True,4
MSFT,2024-12-27,34,0.4299735294117647,0.4299735294117647,True,True,3
AAPL,2024-12-27,34,0.44579117647058825,0.44579117647058825,True,True,3
AMZN,2024-12-27,34,0.41643823529411766,0.41643823529411783,True,True,3
GOOGL,2024-12-27,31,0.45851290322580646,0.45851290322580635,True,True,2
META,2024-12-27,25,0.23008800000000001,0.23008800000000001,True,False,3
AVGO,2024-12-27,29,0.31844137931034483,0.31844137931034483,True,False,4
TSM,2024-12-27,11,0.4876727272727273,0.4876727272727273,True,True,2
TSLA,2024-12-27,31,0.3877,0.3877,True,True,4
ORCL,2024-12-27,9,0.13813333333333333,0.13813333333333336,True,False,3
ADBE,2024-12-27,4,0.427025,0.427025,True,True,2
CRM,2024-12-27,6,0.46335,0.46335,True,True,2
NFLX,2024-12-27,22,0.37379999999999997,0.3738000000000001,True,True,4
AMD,2024-12-27,14,0.5310071428571429,0.5310071428571429,True,True,2
INTC,2024-12-27,5,-0.024460000000000016,-0.024460000000000016,True,False,1
QCOM,2024-12-27,7,0.4256428571428571,0.4256428571428571,True,True,2
TXN,2024-12-27,1,0.0,0.0,False,False,0
AMAT,2024-12-27,3,0.003966666666666674,0.003966666666666674,True,False,3
MU,2024-12-27,7,0.3175428571428572,0.3175428571428572,True,False,2
ADI,2024-12-27,4,0.421925,0.421925,True,True,1
