ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-11-18,61,0.28695901639344257,0.28695901639344257,True,False,5
MSFT,2024-11-18,24,0.5976916666666666,0.5976916666666666,True,True,3
AAPL,2024-11-18,16,0.536725,0.536725,True,True,3
AMZN,2024-11-18,38,0.36081315789473684,0.36081315789473684,True,True,4
GOOGL,2024-11-18,18,0.5343388888888889,0.534338888888889,True,True,2
META,2024-11-18,13,0.33420000000000005,0.3342,True,False,3
AVGO,2024-11-18,8,0.5511125,0.5511125000000001,True,True,3
TSM,2024-11-18,12,0.24093333333333336,0.24093333333333336,True,False,2
TSLA,2024-11-18,20,0.38828999999999997,0.38828999999999997,True,True,5
ORCL,2024-11-18,1,0.0,0.0,False,False,0
ADBE,2024-11-18,1,0.0,0.0,False,False,0
CRM,2024-11-18,0,0.0,0.0,False,False,0
NFLX,2024-11-18,15,0.3122266666666667,0.3122266666666667,True,False,4
AMD,2024-11-18,13,0.4741153846153846,0.4741153846153846,True,True,3
INTC,2024-11-18,10,0.19079,0.19079,True,False,3
QCOM,2024-11-18,5,0.51934,0.51934,True,True,2
TXN,2024-11-18,2,0.62465,0.62465,True,True,2
AMAT,2024-11-18,6,0.3660333333333334,0.3660333333333334,True,True,3
MU,2024-11-18,5,0.10313999999999998,0.10313999999999998,True,False,3
ADI,2024-11-18,0,0.0,0.0,False,False,0
