ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-28,153,0.12153137254901963,0.1215313725490196,True,False,5
MSFT,2025-03-28,87,0.26172068965517237,0.26172068965517237,True,False,5
AAPL,2025-03-28,65,0.1770476923076923,0.17704769230769227,True,False,4
AMZN,2025-03-28,90,0.3477088888888889,0.34770888888888885,True,False,5
GOOGL,2025-03-28,74,0.27737702702702705,0.277377027027027,True,False,5
META,2025-03-28,65,0.17071384615384613,0.17071384615384613,True,False,4
AVGO,2025-03-28,35,0.3346657142857143,0.33466571428571434,True,False,4
TSM,2025-03-28,6,0.08493333333333335,0.08493333333333335,True,False,1
TSLA,2025-03-28,169,0.11922130177514795,0.11922130177514788,True,False,5
ORCL,2025-03-28,13,0.2962769230769231,0.2962769230769231,True,False,3
ADBE,2025-03-28,5,0.25786,0.25786,True,False,3
CSCO,2025-03-28,8,0.05401250000000002,0.054012500000000005,True,False,3
INTU,2025-03-28,4,0.030225000000000002,0.030225000000000002,True,False,2
QCOM,2025-03-28,9,0.45246666666666674,0.45246666666666674,True,True,4
