ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-04,97,0.31441752577319587,0.31441752577319587,True,False,5
MSFT,2024-12-04,57,0.32353859649122807,0.323538596491228,True,False,5
AAPL,2024-12-04,71,0.1252619718309859,0.1252619718309859,True,False,5
AMZN,2024-12-04,101,0.4655960396039604,0.46559603960396045,True,True,5
GOOGL,2024-12-04,50,0.19208399999999998,0.19208399999999998,True,False,4
META,2024-12-04,55,0.2086327272727273,0.2086327272727273,True,False,5
AVGO,2024-12-04,21,0.43097619047619046,0.43097619047619035,True,True,4
TSM,2024-12-04,16,0.293025,0.293025,True,False,2
TSLA,2024-12-04,95,0.01522210526315788,0.0152221052631579,True,False,5
ORCL,2024-12-04,16,0.18014375,0.18014375000000002,True,False,4
ADBE,2024-12-04,27,0.35692592592592604,0.3569259259259259,True,True,4
CRM,2024-12-04,40,0.1900125,0.19001249999999997,True,False,5
NFLX,2024-12-04,17,0.18642941176470587,0.18642941176470587,True,False,4
AMD,2024-12-04,36,0.37433888888888883,0.3743388888888888,True,True,3
INTC,2024-12-04,74,0.1235310810810811,0.1235310810810811,True,False,5
QCOM,2024-12-04,16,0.23450625000000003,0.23450624999999997,True,False,3
TXN,2024-12-04,8,0.274175,0.274175,True,False,3
AMAT,2024-12-04,11,0.34041818181818173,0.34041818181818184,True,False,3
MU,2024-12-04,15,0.24496666666666667,0.24496666666666667,True,False,5
ADI,2024-12-04,5,-0.19968,-0.19968,True,False,3
