ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-24,87,0.43426206896551733,0.4342620689655172,True,True,5
MSFT,2024-12-24,41,0.5217365853658537,0.5217365853658537,True,True,4
AAPL,2024-12-24,44,0.3930295454545455,0.3930295454545455,True,True,5
AMZN,2024-12-24,56,0.41310714285714284,0.413107142857143,True,True,5
GOOGL,2024-12-24,49,0.34807142857142853,0.3480714285714286,True,False,5
META,2024-12-24,25,0.40799599999999997,0.40799599999999997,True,True,4
AVGO,2024-12-24,29,0.4960310344827587,0.49603103448275865,True,True,3
TSM,2024-12-24,12,0.47626666666666667,0.47626666666666667,True,True,2
TSLA,2024-12-24,52,0.2239826923076923,0.22398269230769227,True,False,5
ORCL,2024-12-24,8,0.5042625000000001,0.5042625,True,True,4
ADBE,2024-12-24,6,0.24123333333333333,0.24123333333333333,True,False,3
CRM,2024-12-24,15,0.29472,0.29472,True,False,4
NFLX,2024-12-24,18,0.2800666666666667,0.2800666666666667,True,False,4
AMD,2024-12-24,28,0.40798571428571423,0.40798571428571423,True,True,3
INTC,2024-12-24,14,0.38165,0.38165,True,True,3
QCOM,2024-12-24,19,0.42691052631578946,0.42691052631578946,True,True,3
TXN,2024-12-24,6,0.35296666666666665,0.35296666666666665,True,True,2
AMAT,2024-12-24,5,0.22102,0.22102,True,False,2
MU,2024-12-24,14,0.40580714285714287,0.40580714285714287,True,True,3
ADI,2024-12-24,0,0.0,0.0,False,False,0
