ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-11-20,119,0.3171739495798319,0.31717394957983186,True,False,5
MSFT,2024-11-20,80,0.37757875,0.37757874999999996,True,True,4
AAPL,2024-11-20,53,0.2905471698113208,0.2905471698113208,True,False,5
AMZN,2024-11-20,62,0.41175161290322576,0.41175161290322587,True,True,5
GOOGL,2024-11-20,70,0.4047357142857143,0.4047357142857142,True,True,5
META,2024-11-20,45,0.2260933333333333,0.22609333333333334,True,False,5
AVGO,2024-11-20,18,0.4256,0.4256,True,True,4
TSM,2024-11-20,18,0.16004444444444446,0.16004444444444446,True,False,2
TSLA,2024-11-20,101,0.31109603960396043,0.3110960396039604,True,False,5
ORCL,2024-11-20,11,0.5268454545454545,0.5268454545454545,True,True,4
ADBE,2024-11-20,14,0.31110000000000004,0.31110000000000004,True,False,3
CRM,2024-11-20,13,0.28196923076923075,0.28196923076923075,True,False,5
NFLX,2024-11-20,35,0.2563342857142857,0.25633428571428574,True,False,5
AMD,2024-11-20,31,0.4933,0.4933,True,True,4
INTC,2024-11-20,16,0.37706249999999997,0.37706249999999997,True,True,4
QCOM,2024-11-20,26,0.3671576923076923,0.36715769230769235,True,True,4
TXN,2024-11-20,4,0.4647,0.4647,True,True,2
AMAT,2024-11-20,10,0.36197,0.36197,True,True,4
MU,2024-11-20,8,0.1464625,0.1464625,True,False,4
ADI,2024-11-20,2,0.0,0.0,True,False,2
