date,ticker,volume_yesterday,volume_ma20,articles_count,sources_count,raw_sentiment,weighted_sentiment,news_window_start,news_window_end,passed_volume,passed_news,passed_all_filters
2025-05-09,NVDA,198428122,246043900.7,57,5,0.3065350877192983,0.30653508771929816,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,True,False
2025-05-09,MSFT,23491330,24159729.5,27,4,0.1633296296296296,0.1633296296296296,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,False,False
2025-05-09,AAPL,50478872,61882748.1,44,5,0.0777,0.0777,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,False,False
2025-05-09,AMZN,41043620,49366956.15,27,4,0.35946666666666666,0.3594666666666666,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,True,False
2025-05-09,GOOGL,57498692,38108676.25,54,5,0.19672777777777775,0.19672777777777775,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,True,False,False
2025-05-09,META,14622805,17800528.2,26,2,0.21963461538461537,0.21963461538461537,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,False,False
2025-05-09,AVGO,18460929,23304297.75,11,3,0.2857363636363636,0.2857363636363636,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,False,False
2025-05-09,TSM,10342957,16541631.7,5,1,0.53796,0.53796,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,True,False
2025-05-09,TSLA,97539448,113084265.0,30,5,0.21088000000000004,0.21088000000000004,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,False,False
2025-05-09,ORCL,6113612,8450975.6,4,2,-0.72075,-0.72075,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,False,False
2025-05-09,ADBE,3383867,3301240.65,5,2,0.28931999999999997,0.28931999999999997,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,True,False,False
2025-05-09,CSCO,16196656,19060860.3,5,2,0.25336,0.25336,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,False,False
2025-05-09,INTU,2059822,1502179.4,2,2,0.5734,0.5734,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,True,True,True
2025-05-09,QCOM,8489076,9409718.1,7,3,0.12364285714285714,0.12364285714285714,2025-05-08 09:30:00 ET,2025-05-09 09:30:00 ET,False,False,False
