date,ticker,volume_yesterday,volume_ma20,volume_zscore,articles_count,sources_count,raw_sentiment,weighted_sentiment,meets_min_news,meets_sentiment_range,score_threshold,passed_all_filters
2025-08-22,NVDA,140040850,157824599.2,-0.5999024353061724,76,2,0.6344447368421052,0.6343845857418107,True,True,0.35,False
2025-08-22,MSFT,18443254,22487841.5,-0.5054000230025496,53,3,0.6551632075471698,0.6558199164345404,True,True,0.35,False
2025-08-22,AAPL,30621249,61854245.3,-1.2200812320040457,47,3,0.6191861702127659,0.6213878164556965,True,True,0.35,False
2025-08-22,AMZN,32140459,46830826.65,-0.5581179782392734,60,4,0.614645,0.6155973170731706,True,True,0.35,False
2025-08-22,GOOGL,19774633,31218769.25,-1.40659157672573,62,4,0.627975,0.6318780575539563,True,True,0.35,False
2025-08-22,META,8876307,13538860.95,-0.6102016280630659,53,3,0.588933962264151,0.5859289835164834,True,True,0.35,False
2025-08-22,AVGO,14946309,17508749.9,-0.6844255858216952,14,2,0.665875,0.6680829787234044,True,True,0.35,False
2025-08-22,TSM,7449144,10582657.9,-0.9257226862751231,1,1,0.5,0.5,False,True,0.35,False
2025-08-22,TSLA,55744445,82445956.0,-1.2575997046520169,33,4,0.6179590909090908,0.6170336244541487,True,True,0.35,False
2025-08-22,ORCL,7403128,10315693.4,-1.0162188742335156,10,2,0.59297,0.5902782608695651,True,True,0.35,False
2025-08-22,ADBE,2363230,3743145.3,-1.4394138175405091,8,2,0.6799000000000001,0.6938268518518518,True,True,0.35,False
2025-08-22,CSCO,12456622,22456974.65,-1.1315148985372023,12,2,0.6285708333333333,0.6326067073170731,True,True,0.35,False
2025-08-22,INTU,2511470,1783414.75,1.4297652538913557,25,3,0.6608499999999999,0.6577133522727274,True,True,0.35,True
2025-08-22,QCOM,4997281,8572642.05,-0.7955795793789286,7,2,0.5734428571428571,0.5763945652173914,True,True,0.35,False
