ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-18,63,0.3299603174603175,0.3299603174603175,True,False,5
MSFT,2025-03-18,20,0.25153,0.25153,True,False,5
AAPL,2025-03-18,20,0.26125,0.26125,True,False,5
AMZN,2025-03-18,15,0.00731333333333334,0.00731333333333334,True,False,4
GOOGL,2025-03-18,36,0.36495555555555553,0.36495555555555553,True,True,5
META,2025-03-18,16,0.3953625,0.39536249999999995,True,True,5
AVGO,2025-03-18,11,0.36605454545454547,0.36605454545454547,True,True,4
TSM,2025-03-18,16,0.6248125,0.6248124999999999,True,True,1
TSLA,2025-03-18,39,0.11062820512820515,0.11062820512820515,True,False,5
ORCL,2025-03-18,3,0.77,0.77,True,True,3
ADBE,2025-03-18,6,0.50605,0.50605,True,True,4
CSCO,2025-03-18,4,0.713625,0.713625,True,True,1
INTU,2025-03-18,2,0.3997,0.3997,True,True,2
QCOM,2025-03-18,10,0.10749,0.10749,True,False,4
