ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-26,72,0.4245791666666666,0.42457916666666656,True,True,4
MSFT,2024-12-26,32,0.502303125,0.502303125,True,True,3
AAPL,2024-12-26,25,0.4320360000000001,0.43203600000000003,True,True,4
AMZN,2024-12-26,49,0.5198693877551019,0.5198693877551022,True,True,5
GOOGL,2024-12-26,37,0.36968108108108116,0.36968108108108105,True,True,3
META,2024-12-26,23,0.3234434782608695,0.32344347826086955,True,False,4
AVGO,2024-12-26,26,0.5024076923076923,0.5024076923076922,True,True,4
TSM,2024-12-26,11,0.6584090909090909,0.6584090909090909,True,True,2
TSLA,2024-12-26,44,0.3454522727272727,0.3454522727272727,True,False,5
ORCL,2024-12-26,8,0.664425,0.664425,True,True,2
ADBE,2024-12-26,4,0.320675,0.320675,True,False,3
CRM,2024-12-26,6,0.23665000000000003,0.23665000000000003,True,False,3
NFLX,2024-12-26,19,0.16486842105263158,0.16486842105263158,True,False,5
AMD,2024-12-26,22,0.36117272727272726,0.36117272727272726,True,True,3
INTC,2024-12-26,11,0.3952090909090909,0.3952090909090909,True,True,3
QCOM,2024-12-26,8,0.19383750000000002,0.1938375,True,False,3
TXN,2024-12-26,2,-0.29375,-0.29375,True,False,2
AMAT,2024-12-26,6,0.3586833333333333,0.3586833333333333,True,True,3
MU,2024-12-26,12,0.4717166666666666,0.47171666666666673,True,True,3
ADI,2024-12-26,1,0.0,0.0,False,False,0
