ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-07,64,0.10491249999999999,0.10491250000000002,True,False,4
MSFT,2025-03-07,34,0.35396176470588236,0.3539617647058823,True,True,4
AAPL,2025-03-07,25,0.37248799999999993,0.37248799999999993,True,True,3
AMZN,2025-03-07,40,0.2566975,0.25669749999999997,True,False,4
GOOGL,2025-03-07,15,0.24616666666666667,0.24616666666666667,True,False,4
META,2025-03-07,13,0.39767692307692304,0.3976769230769231,True,True,3
AVGO,2025-03-07,28,0.28427857142857144,0.28427857142857144,True,False,4
TSM,2025-03-07,6,0.44249999999999995,0.44249999999999995,True,True,1
TSLA,2025-03-07,40,0.1370575,0.1370575,True,False,4
ORCL,2025-03-07,5,0.2593,0.2593,True,False,3
ADBE,2025-03-07,5,0.45188000000000006,0.45188000000000006,True,True,3
CSCO,2025-03-07,9,0.48254444444444444,0.48254444444444444,True,True,2
INTU,2025-03-07,6,0.36169999999999997,0.36169999999999997,True,True,2
QCOM,2025-03-07,2,0.409,0.409,True,True,2
