ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-17,32,0.509,0.509,True,True,3
MSFT,2025-03-17,21,0.4816571428571429,0.4816571428571428,True,True,3
AAPL,2025-03-17,23,0.4146695652173914,0.41466956521739146,True,True,3
AMZN,2025-03-17,6,0.2669833333333334,0.2669833333333334,True,False,2
GOOGL,2025-03-17,22,0.5895681818181818,0.5895681818181818,True,True,2
META,2025-03-17,16,0.5375437500000001,0.53754375,True,True,3
AVGO,2025-03-17,14,0.39767857142857144,0.39767857142857144,True,True,2
TSM,2025-03-17,4,0.42767499999999997,0.42767499999999997,True,True,1
TSLA,2025-03-17,33,0.2500242424242424,0.2500242424242424,True,False,4
ORCL,2025-03-17,6,0.24783333333333332,0.24783333333333332,True,False,2
ADBE,2025-03-17,4,0.6730750000000001,0.6730750000000001,True,True,1
CSCO,2025-03-17,1,0.0,0.0,False,False,0
INTU,2025-03-17,0,0.0,0.0,False,False,0
QCOM,2025-03-17,1,0.0,0.0,False,False,0
