ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-06,92,0.3506532608695652,0.3506532608695652,True,True,5
MSFT,2024-12-06,75,0.4683506666666667,0.46835066666666675,True,True,5
AAPL,2024-12-06,54,0.26551296296296295,0.26551296296296295,True,False,5
AMZN,2024-12-06,97,0.49147113402061854,0.49147113402061854,True,True,5
GOOGL,2024-12-06,74,0.29295,0.29294999999999993,True,False,5
META,2024-12-06,65,0.3687861538461538,0.36878615384615376,True,True,5
AVGO,2024-12-06,28,0.3227857142857143,0.3227857142857143,True,False,3
TSM,2024-12-06,33,0.23590303030303028,0.2359030303030303,True,False,2
TSLA,2024-12-06,75,0.23992666666666665,0.23992666666666665,True,False,5
ORCL,2024-12-06,11,0.5157909090909091,0.5157909090909091,True,True,4
ADBE,2024-12-06,5,0.55256,0.55256,True,True,2
CRM,2024-12-06,81,0.44379135802469144,0.4437913580246913,True,True,5
NFLX,2024-12-06,10,0.34434000000000003,0.34434000000000003,True,False,3
AMD,2024-12-06,21,0.1813142857142857,0.1813142857142857,True,False,3
INTC,2024-12-06,51,0.11854705882352944,0.11854705882352942,True,False,5
QCOM,2024-12-06,14,0.31807857142857143,0.31807857142857143,True,False,4
TXN,2024-12-06,8,0.17755,0.17754999999999999,True,False,3
AMAT,2024-12-06,13,0.32353846153846155,0.32353846153846155,True,False,4
MU,2024-12-06,7,0.21508571428571427,0.21508571428571427,True,False,3
ADI,2024-12-06,4,0.192925,0.192925,True,False,2
