date,ticker,volume_yesterday,volume_ma20,volume_zscore,articles_count,sources_count,raw_sentiment,weighted_sentiment,meets_min_news,meets_sentiment_range,score_threshold,passed_all_filters
2025-08-21,NVDA,215142725,157271788.1,1.9230581371040139,52,2,0.639723076923077,0.6415423512747875,True,True,0.35,True
2025-08-21,MSFT,27723025,22371028.8,0.6622485649822684,50,3,0.6964969999999999,0.7040264792899412,True,True,0.35,True
2025-08-21,AAPL,42263865,62624313.85,-0.8199866531664501,26,3,0.6169942307692308,0.6286999999999999,True,True,0.35,False
2025-08-21,AMZN,36604319,47368917.0,-0.41221048072174354,51,3,0.6898039215686275,0.6884613960113958,True,True,0.35,False
2025-08-21,GOOGL,28955498,33974121.95,-0.4075327943925102,48,3,0.6273958333333334,0.6420591194968557,True,True,0.35,False
2025-08-21,META,11898190,13641087.4,-0.22966578888628988,44,4,0.6887181818181818,0.6948265993265993,True,True,0.35,False
2025-08-21,AVGO,23600512,17582123.35,1.6242879885248065,17,2,0.5489941176470589,0.5493004273504274,True,True,0.35,True
2025-08-21,TSM,17165201,10664298.0,1.9554318042697396,4,1,0.5771875,0.5771875000000001,True,True,0.35,True
2025-08-21,TSLA,77481768,87507034.9,-0.3848502423806017,35,3,0.5942457142857143,0.593330658436214,True,True,0.35,False
2025-08-21,ORCL,11256417,10357429.55,0.31797238479604095,31,3,0.6605935483870968,0.6568790865384616,True,True,0.35,False
2025-08-21,ADBE,3727897,3759590.4,-0.03384933425246303,11,4,0.7395636363636363,0.7520345070422534,True,True,0.35,False
2025-08-21,CSCO,14946418,22510844.0,-0.8618531511342888,10,1,0.6002799999999999,0.6002799999999999,True,True,0.35,False
2025-08-21,INTU,2096174,1726840.9,0.7593010501581244,6,1,0.6499,0.6498999999999999,True,True,0.35,True
2025-08-21,QCOM,7151699,8573519.0,-0.3164310986361166,6,1,0.42710000000000004,0.42710000000000004,True,True,0.35,False
