ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-19,124,0.16131935483870966,0.16131935483870968,True,False,4
MSFT,2025-03-19,28,0.2238571428571428,0.22385714285714284,True,False,4
AAPL,2025-03-19,18,0.11915000000000002,0.11915000000000002,True,False,4
AMZN,2025-03-19,26,0.038292307692307695,0.038292307692307674,True,False,4
GOOGL,2025-03-19,61,0.25112295081967206,0.25112295081967206,True,False,4
META,2025-03-19,18,0.16649999999999998,0.16649999999999998,True,False,4
AVGO,2025-03-19,12,0.2559666666666667,0.2559666666666667,True,False,4
TSM,2025-03-19,17,0.6724117647058823,0.672411764705882,True,True,1
TSLA,2025-03-19,66,-0.08370757575757573,-0.08370757575757574,True,False,4
ORCL,2025-03-19,13,0.36004615384615385,0.36004615384615385,True,True,4
ADBE,2025-03-19,16,0.40195625,0.40195625,True,True,4
CSCO,2025-03-19,8,0.6659875,0.6659875,True,True,3
INTU,2025-03-19,6,0.35205,0.35205,True,True,2
QCOM,2025-03-19,23,0.2780652173913043,0.27806521739130435,True,False,4
