date,ticker,volume_yesterday,volume_ma20,articles_count,sources_count,raw_sentiment,weighted_sentiment,news_window_start,news_window_end,passed_volume,passed_news,passed_all_filters
2025-02-03,NVDA,390372899,297530626.8,27,4,-0.06364814814814813,-0.06364814814814813,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,MSFT,34223388,23128130.0,9,3,0.018266666666666667,0.018266666666666678,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,AAPL,101075128,60014580.15,8,3,-0.01881250000000001,-0.018812499999999996,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,AMZN,36162377,32631453.7,14,4,0.024278571428571438,0.024278571428571448,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,GOOGL,32041952,25018769.25,11,4,-0.03541818181818183,-0.03541818181818183,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,META,19331660,15897125.7,9,3,0.2827777777777778,0.2827777777777778,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,AVGO,41150975,31899042.3,3,2,0.1758333333333334,0.1758333333333334,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,TSM,15781905,20288588.0,3,1,0.38553333333333334,0.38553333333333334,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,False,True,False
2025-02-03,TSLA,83568219,75532837.0,28,4,-0.11756071428571427,-0.11756071428571428,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,ORCL,8722470,14928712.9,5,2,0.31294,0.31294,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,False,True,False
2025-02-03,ADBE,4689083,4003451.45,0,0,0,0,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
2025-02-03,CSCO,16555695,18995906.75,1,1,0,0,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,False,False,False
2025-02-03,INTU,1640288,1703680.5,0,0,0,0,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,False,False,False
2025-02-03,QCOM,7808977,7492190.9,2,1,0.02200000000000002,0.02200000000000002,2025-02-02 09:30:00 ET,2025-02-03 09:30:00 ET,True,False,False
