ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-03,59,0.4234915254237288,0.42349152542372875,True,True,3
MSFT,2024-12-03,35,0.32123714285714283,0.32123714285714283,True,False,4
AAPL,2024-12-03,39,0.17152051282051284,0.17152051282051284,True,False,4
AMZN,2024-12-03,59,0.4812305084745762,0.48123050847457616,True,True,4
GOOGL,2024-12-03,34,0.13691470588235294,0.13691470588235294,True,False,3
META,2024-12-03,31,0.11381612903225806,0.11381612903225811,True,False,4
AVGO,2024-12-03,15,0.5613666666666666,0.5613666666666666,True,True,3
TSM,2024-12-03,13,0.3727384615384616,0.3727384615384616,True,True,2
TSLA,2024-12-03,61,0.1603327868852459,0.16033278688524594,True,False,5
ORCL,2024-12-03,10,0.21156999999999998,0.21156999999999995,True,False,3
ADBE,2024-12-03,17,0.4402764705882353,0.4402764705882354,True,True,3
CRM,2024-12-03,23,0.24264347826086957,0.24264347826086957,True,False,5
NFLX,2024-12-03,8,0.5649500000000001,0.5649500000000001,True,True,3
AMD,2024-12-03,18,0.37748333333333334,0.3774833333333334,True,True,3
INTC,2024-12-03,38,0.10752368421052631,0.10752368421052631,True,False,5
QCOM,2024-12-03,9,0.14433333333333337,0.14433333333333334,True,False,3
TXN,2024-12-03,4,0.644425,0.644425,True,True,2
AMAT,2024-12-03,6,0.3353166666666667,0.3353166666666667,True,False,3
MU,2024-12-03,11,0.3028090909090909,0.3028090909090909,True,False,5
ADI,2024-12-03,2,-0.4992,-0.4992,True,False,2
