ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2024-12-20,102,0.2961990196078432,0.2961990196078431,True,False,5
MSFT,2024-12-20,72,0.3999097222222222,0.39990972222222226,True,True,5
AAPL,2024-12-20,82,0.18440975609756097,0.18440975609756097,True,False,5
AMZN,2024-12-20,95,0.34645894736842114,0.34645894736842114,True,False,5
GOOGL,2024-12-20,70,0.3884700000000001,0.38846999999999987,True,True,4
META,2024-12-20,59,0.29710169491525423,0.2971016949152542,True,False,5
AVGO,2024-12-20,39,0.21902307692307693,0.21902307692307693,True,False,5
TSM,2024-12-20,12,0.2906083333333333,0.2906083333333333,True,False,2
TSLA,2024-12-20,95,0.17922105263157895,0.17922105263157886,True,False,5
ORCL,2024-12-20,15,0.3164133333333333,0.3164133333333333,True,False,3
ADBE,2024-12-20,9,0.33042222222222223,0.3304222222222222,True,False,3
CRM,2024-12-20,20,0.472,0.472,True,True,4
NFLX,2024-12-20,27,0.3995740740740741,0.3995740740740741,True,True,4
AMD,2024-12-20,23,0.38142608695652175,0.3814260869565218,True,True,4
INTC,2024-12-20,23,0.35032173913043474,0.35032173913043485,True,True,3
QCOM,2024-12-20,12,0.16374999999999998,0.16374999999999998,True,False,4
TXN,2024-12-20,8,0.218225,0.218225,True,False,4
AMAT,2024-12-20,9,0.36402222222222225,0.36402222222222225,True,True,3
MU,2024-12-20,78,0.023752564102564107,0.023752564102564107,True,False,5
ADI,2024-12-20,2,0.6549,0.6549,True,True,1
