ticker,date,articles_count,raw_sentiment,weighted_sentiment,meets_min_news,qualifies,source_count
NVDA,2025-03-13,67,0.22919552238805968,0.2291955223880597,True,False,4
MSFT,2025-03-13,28,0.25470714285714285,0.25470714285714285,True,False,4
AAPL,2025-03-13,44,0.1731340909090909,0.1731340909090909,True,False,4
AMZN,2025-03-13,42,0.12459523809523809,0.1245952380952381,True,False,4
GOOGL,2025-03-13,32,0.27489375,0.27489374999999994,True,False,4
META,2025-03-13,25,0.289188,0.28918800000000006,True,False,4
AVGO,2025-03-13,20,0.30593499999999996,0.30593499999999996,True,False,2
TSM,2025-03-13,11,0.3878,0.3878,True,True,1
TSLA,2025-03-13,85,-0.02837882352941174,-0.028378823529411748,True,False,4
ORCL,2025-03-13,20,0.12737000000000004,0.12736999999999998,True,False,4
ADBE,2025-03-13,14,0.34140000000000004,0.34140000000000004,True,False,4
CSCO,2025-03-13,9,0.38288888888888895,0.38288888888888895,True,True,3
INTU,2025-03-13,6,0.6690833333333334,0.6690833333333334,True,True,2
QCOM,2025-03-13,13,0.3291153846153847,0.32911538461538464,True,False,3
