date,stock,headline,summary,source,url,published_time,sentiment_score,sentiment_category
2025-07-10,AVGO,Broadcom: Inventory Does Not Lie,"Broadcom remains a buy with strong demand, AI market growth, and new regulatory changes boosting opportunities. Learn more about AVGO stock here....",SeekingAlpha,https://finnhub.io/api/news?id=0f50b397e31dd20bb0efabec238ec9884d4b00875332df35c84f10dfd51d068c,2025-07-10 17:20:30,0.27545,Positive
2025-07-10,AVGO,Nancy Pelosi exercises call options on Broadcom worth millions,"Investing.com -- U.S. House Representative Nancy Pelosi has exercised 20,000 call options on Broadcom Inc (NASDAQ:AVGO) common stock, according to a disclosure notice filed Thursday....",Yahoo,https://finnhub.io/api/news?id=5699a60eac45dd8b7f6a19c52ef4ab8b0c5bfc69039f67cfd3398c6a2b9b3d10,2025-07-10 16:57:59,0.27545,Positive
2025-07-10,AVGO,Nvidia CEO Reportedly Scheduled to Meet With China. The Stock Is Rising.,"The chip maker's shares are up more than 50% over the past three months, leading the broader market rebound after the tariff selloff....",Yahoo,https://finnhub.io/api/news?id=d85265b30dcde7b8070cf2aee9f8eac1a5367ae6a0c034f8e56a4a5f6e093f26,2025-07-10 16:56:00,0.27545,Positive
2025-07-10,TSM,"Stocks to Watch Recap: Delta, Kellogg, Nvidia, TSMC",↗️ Freeport-McMoRan (FCX): U.S. and overseas mining stocks rallied about 3% or more after President Trump confirmed copper tariffs will take effect Aug. 1. ↗️ MP Materials (MP): The U.S.'s biggest rar...,Yahoo,https://finnhub.io/api/news?id=92f8c87321607beac22503c0b4f795c62e359862326f90900cdb898a4dcb6f8e,2025-07-11 00:12:50,0.24066666666666667,Positive
2025-07-10,TSM,Taiwan Semiconductor Posts Strong June Sales. But Stock Wavers.,Taiwan Semiconductor Manufacturing on Thursday reported sales for the month of June that topped expectations. But TSM stock wavered....,Yahoo,https://finnhub.io/api/news?id=82b06a70a115f65a8cd60eda1ea36b5af59cc6369edd4bbb9f911590a2d6ba59,2025-07-10 23:28:20,0.24066666666666667,Positive
2025-07-10,TSM,Intel Is Kicking Off a Major Layoffs Push. What Do the Job Cuts Mean for INTC Stock?,Intel’s sweeping layoffs highlight a dramatic push to cut costs and streamline operations as it battles to reclaim lost market share....,Yahoo,https://finnhub.io/api/news?id=6e48456ef56da5ad2846ea71a2952db51790f5ad8b809cca1d20281b1100e977,2025-07-10 22:37:03,0.24066666666666667,Positive
2025-07-10,TSM,ClearBridge International Growth ADR Strategy Q2 2025 Commentary,"During the second quarter, the ClearBridge International Growth ADR Strategy performed mostly in line with its MSCI EAFE Index benchmark. Read more here....",SeekingAlpha,https://finnhub.io/api/news?id=c45dfbc43a7a0312f14419458e5efaaefecbee5fa968c9be3623b750a3a30433,2025-07-10 20:20:00,0.24066666666666667,Positive
2025-07-10,TSM,A $90 Billion Reason to Buy This AI Stock Now,Taiwan Semiconductor is a mega-cap tech stock that continues to grow at an enviable pace. Is TSM stock still undervalued in July 2025?...,Yahoo,https://finnhub.io/api/news?id=baf478ec819489bf3459ce3238f0e70380b377c6961cad521e02c62cc2134b31,2025-07-10 19:00:02,0.24066666666666667,Positive
2025-07-10,TSM,TSMC Sales Surge. It Might Be an Even Bigger AI Chip Winner than Nvidia.,Nvidia  is the artificial-intelligence chip superstar but  Taiwan Semiconductor Manufacturing  deserves a mention too.  The Taiwanese chip manufacturer’s sales are booming as it rides a wave of demand...,Yahoo,https://finnhub.io/api/news?id=3e1a299ec36b076e021c65dc98fc4df0c0fdae971a84fe30b7723ddaa506407e,2025-07-10 15:41:00,0.24066666666666667,Positive
2025-07-10,TSM,TSMC Sales Surge by 39% as AI Spending Boom Persists,"TSMC, the world's largest contract chipmaker, sees impressive growth driven by AI. Bloomberg Intelligence senior technology analyst Mandeep Singh on the AI boom, Musk's Grok 4, and the AI talent war....",Yahoo,https://finnhub.io/api/news?id=3be5886cad1d3bb19211050710a3b386cc59cb4e9a7fcfb3d7cce7f4d7fd6a85,2025-07-10 17:29:14,0.24066666666666667,Positive
2025-07-10,TSM,Analyst Bullish on Microsoft (MSFT) Amid ‘Widest and Deepest’ Moat,Microsoft Corp (NASDAQ:MSFT) is one of the 10 Stocks to Watch in July as AI Enthusiasm Returns. Guy Adami from CNBC recently picked Microsoft Corp (NASDAQ:MSFT) during a stock-picking segment and expl...,Yahoo,https://finnhub.io/api/news?id=8f2da014f5959d65a1128bdd6861602a6e192480b10168bdd0c9dc2bf07ff560,2025-07-10 16:49:18,0.24066666666666667,Positive
2025-07-10,TSM,Analyst Says Taiwan Semiconductor (TSM) One of the Top ‘Horsemen’ of Semiconductor Industry,"Taiwan Semiconductor Manufacturing Company Limited (NYSE:TSM) is one of the 10 Stocks to Watch in July as AI Enthusiasm Returns. Jordan Klein, Tech Media & Telecom Analyst at Mizuho, recently talked a...",Yahoo,https://finnhub.io/api/news?id=d2c25e5a2842d2ab488823013a70753105f94f8d3556224e64afbb8edbaf64b5,2025-07-10 16:46:34,0.24066666666666667,Positive
2025-07-10,TSM,"Tesla, Conagra outlook, TSMC revenue: Trending Tickers","Morning Brief host Julie Hyman takes a closer look at some of the stocks that are trending on Thursday, July 10. Tesla (TSLA) has scheduled its annual shareholder meeting for November 6. Conagra Brand...",Yahoo,https://finnhub.io/api/news?id=18107e10f0005f1a8befe91c5d517dcb7fd889122f45e86a31722cd075d35014,2025-07-10 16:43:04,0.24066666666666667,Positive
2025-07-10,TSLA,Tesla is already trying to expand its robotaxi service to Arizona,"Tesla has applied for a permit to test and deploy autonomous vehicles in Arizona. It's also eyeing expansion in Austin, Texas, and California....",Yahoo,https://finnhub.io/api/news?id=eab128a3c67894a9729a310827f8c807dd84d36c76af087cfc28f277611a5570,2025-07-11 02:58:12,0.3957,Positive
2025-07-10,TSLA,"Panasonic to postpone US EV battery plan on slow Tesla sales, Nikkei says","Panasonic Holdingswill postpone its plan to bring its new U.S. electric vehiclebattery plant to full capacity by March 2027 as Tesla,its main customer, is experiencing sluggish sales, the......",Finnhub,https://finnhub.io/api/news?id=baa8459d087284c33e6a842925d275a88da63db7b1957be69b8df2d2399471a3,2025-07-11 02:50:09,0.3957,Positive
2025-07-10,TSLA,Musk's Tesla marks formal India entry with Mumbai launch event,"Tesla will open its firstIndia showroom in Mumbai next week, having imported $1 millionworth of cars and merchandise, marking its entry into theworld's third-largest car market despite CEO Elon......",Finnhub,https://finnhub.io/api/news?id=b128b29015039081ba36a77e9363bc2e354a4896849eb73fd31eaef1994b496e,2025-07-11 02:39:07,0.3957,Positive
2025-07-10,TSLA,Tesla to open first India store on July 15 in Mumbai,"Electric vehicle maker Teslainched closer to start its sales in India, as it saidon Friday it would be opening its first showroom at thefinancial hub of Mumbai on July 15, dubbed as an......",Finnhub,https://finnhub.io/api/news?id=ba5eca199e0debe1d6b5c587251274fa991ca3fca3347cd34f23cc8ceff087f6,2025-07-11 02:39:07,0.3957,Positive
2025-07-10,TSLA,Tesla to launch in India via opening Tesla Experience Centre at Mumbai,Tesla Inc: Tesla India: launch of Tesla in India via opening Tesla Experience Centre at Mumbai Tesla India: launch of Tesla in India via opening Tesla Experience Centre on July 15......,Finnhub,https://finnhub.io/api/news?id=5c06ac2890aa7f601767a1f4a7a0eee8cfe5d2b5ec71022a7189c23ddab0be21,2025-07-11 02:29:10,0.3957,Positive
2025-07-10,TSLA,Tesla to launch first India store in mid-July in Mumbai,Tesla said on Friday it will launch its first experience center at India's financial hub of Mumbai on July 15.......,Finnhub,https://finnhub.io/api/news?id=a805b8142a52f5d27f6394cdbf10d5c6f4cfe52ea36056d2cb1737d7ee938076,2025-07-11 02:26:09,0.3957,Positive
2025-07-10,TSLA,Tesla (TSLA) Sets Shareholder Meeting; Just Beats Legal Deadline,Texas law requires meeting by July 13; investors still uneasy...,Yahoo,https://finnhub.io/api/news?id=c77de04cd8a7a9d642eccf0bf53720866b3800fae56d28c398c3077407908ca0,2025-07-10 23:25:53,0.3957,Positive
2025-07-10,TSLA,"Levi Strauss stock jumps on earnings beat, raised guidance",Levi Strauss (LEVI) reported better-than-expected second quarter results. Adjusted earnings of $0.22 per share was better than the Bloomberg consensus estimate of $0.13. Revenue was $1.45 billion vers...,Yahoo,https://finnhub.io/api/news?id=e86c4b098f523771db329b0fb37dfe31db67649bd05892fa19e4f48e0fc0d503,2025-07-10 23:23:05,0.3957,Positive
2025-07-10,TSLA,Lockheed Stock Rises Despite Downgrade. It’s Losing Wall Street Support.,"Lockheed Martin  shook off early losses, rising on Thursday despite catching a Wall Street downgrade.  TD Cowen analyst Gautam Khanna downgraded shares of the defense contractor to Hold from Buy, citi...",Yahoo,https://finnhub.io/api/news?id=12c86d0a4444f326d209e3ace977eea800d15c42cea7b00d9e3b2125fb95d88e,2025-07-10 23:20:00,0.3957,Positive
2025-07-10,TSLA,"AMD upgrade, HPE price target, Tesla robotaxi: Trending Tickers","Advanced Micro Devices (AMD) was upgraded to Buy from Hold by HSBC and raised its price target to $200, highlighting the chipmaker's opportunity as an Nvidia (NVDA) rival. HPE (HPE) stock gains after ...",Yahoo,https://finnhub.io/api/news?id=16ed532193159a5a2d5445d42aa144aaa011719407f1587a87891df87f74f8ff,2025-07-10 23:14:37,0.3957,Positive
2025-07-10,ORCL,"AI Spending Is Surging. These Job Types Are at Risk, Say CIOs.",Surveys by Morgan Stanley and Piper Sandler show spending on artificial-intelligence infrastructure continues to rise....,Yahoo,https://finnhub.io/api/news?id=6700ccb971506075662885d4af3b97f9f553af68f672a7161d501385ab2620ec,2025-07-10 21:22:00,0.24774999999999997,Positive
2025-07-10,ORCL,ClearBridge Global Value Improvers Strategy Q2 2025 Commentary,...,SeekingAlpha,https://finnhub.io/api/news?id=8005dadf5fdb7fa7f5c229d5e1538641e0936daced1737ca0ef124d705e08127,2025-07-10 19:33:00,0.24774999999999997,Positive
2025-07-10,ORCL,Palantir Slips. Bull Points To 'Bears In The Hibernation Cave',"Palantir stock slips as Wedbush analyst Dan Ives points to ""bears in the hibernation cave"" who worry about valuation....",Yahoo,https://finnhub.io/api/news?id=e6be6cff0a8a942f9557ff497396c7b1bc2a8c3c09ed3e905262d72e332c9211,2025-07-10 18:19:48,0.24774999999999997,Positive
2025-07-10,ORCL,"Piper Sandler raises Oracle, cuts Workday as AI reshapes CIO spending priorities","Investing.com -- Piper Sandler upgraded Oracle (NYSE:ORCL) to Overweight and downgraded Workday (NASDAQ:WDAY) to Underweight in a note Thursday, citing major shifts in CIO spending priorities driven b...",Yahoo,https://finnhub.io/api/news?id=1c9da4ffc79cf8b54d16714030c76915581fcdde7acbb25dbff4c22f2406a39d,2025-07-10 18:06:38,0.24774999999999997,Positive
2025-07-10,ORCL,"Oracle Stock Is a Buy, Analyst Says. How AI and the Cloud Can Keep the Rally Going.","Shares of the software company got another bull this week, as Wall Street firm Piper Sandler lifted his rating on the stock to the equivalent of Buy on the back of strong demand for artificial intelli...",Yahoo,https://finnhub.io/api/news?id=d1db93cb87b02b51d953d3ee499b86223f80451e5a7803d1595d16cfeea0ed81,2025-07-10 18:01:00,0.24774999999999997,Positive
2025-07-10,ORCL,Rimini Street Hits 52-Week High on Oracle Settlement Agreement,Rimini Street Hits 52-Week High on Oracle Settlement Agreement...,MarketWatch,https://finnhub.io/api/news?id=ad0cc82a0f48a63b3f6c207f115436ede35ae16013596ecb472dd91237b98f99,2025-07-10 17:48:00,0.24774999999999997,Positive
2025-07-10,ORCL,The world’s 10 richest people: The wealthiest have $100 billion or more,Here are the world’s 10 richest people and some of their key investments....,Yahoo,https://finnhub.io/api/news?id=3326671243354cebf918bf06e37f03d85b4496318ba9967356577b030a57883f,2025-07-10 17:40:29,0.24774999999999997,Positive
2025-07-10,ORCL,"Palantir May Become Next Oracle in Coming Years, Wedbush Says","Palantir Technologies (PLTR) has a ""golden path"" to become the next Oracle (ORCL) in the coming year...",Yahoo,https://finnhub.io/api/news?id=a1b304d8f1cd9862a964d41b4f9d24c72a7392324e3eecaf4e0817438278ddc6,2025-07-10 17:40:26,0.24774999999999997,Positive
2025-07-10,ORCL,Marketing Automation Market worth $81.01 billion by 2030- Exclusive Report by MarketsandMarkets™,"The global Marketing Automation Market Size is Projected to Reach 81.01 billion by 2030 from USD 47.02 billion in 2025, at a CAGR of 11.5% during the forecast period, according to a new report by Mark...",Yahoo,https://finnhub.io/api/news?id=0909c168853e2694e0c4cc253a3f51ea8ec648f95383d482149f2a3cd4272254,2025-07-10 17:01:00,0.24774999999999997,Positive
2025-07-10,ORCL,"Nvidia initiated, Roku upgraded: Wall Street's top analyst calls","Nvidia initiated, Roku upgraded: Wall Street's top analyst calls...",Yahoo,https://finnhub.io/api/news?id=502d19d4046577dc812b85606973ce6893e70ff3b7896db06c794f5c81b50649,2025-07-10 16:42:59,0.24774999999999997,Positive
2025-07-10,ADBE,"Is Adobe (ADBE) a Solid Growth Stock? 3 Reasons to Think ""Yes""",Adobe (ADBE) could produce exceptional returns because of its solid growth attributes....,Yahoo,https://finnhub.io/api/news?id=74b4ff4474f537ade85722ccd2065af65c3bb56b6521c00cf00ddedd2e5b4ada,2025-07-10 19:45:01,0.51135,Positive
2025-07-10,ADBE,"Intuit: Should Pay Employees Solely With Stock, As Investors Miraculously Ignore It",Discover why Intuit Inc.'s strong growth and wide moat don't justify its stretched valuation. Click for key insights on INTU profitability and market comparisons....,SeekingAlpha,https://finnhub.io/api/news?id=b39dee647a697ff076fb194fde982fcd769598bf9c5e4ba2f2c29338199cfd1f,2025-07-10 19:21:10,0.51135,Positive
2025-07-10,ADBE,ClearBridge Sustainability Leaders Strategy Q2 2025 Commentary,The ClearBridge Sustainability Leaders Strategy outperformed its Russell 3000 Index benchmark in the second quarter. Read more here....,SeekingAlpha,https://finnhub.io/api/news?id=991940b8a6fe1b8559ac220a62b1d68d99177d49b91770f4875576d8497a899e,2025-07-10 18:28:00,0.51135,Positive
2025-07-10,ADBE,Marketing Automation Market worth $81.01 billion by 2030- Exclusive Report by MarketsandMarkets™,"The global Marketing Automation Market Size is Projected to Reach 81.01 billion by 2030 from USD 47.02 billion in 2025, at a CAGR of 11.5% during the forecast period, according to a new report by Mark...",Yahoo,https://finnhub.io/api/news?id=0909c168853e2694e0c4cc253a3f51ea8ec648f95383d482149f2a3cd4272254,2025-07-10 17:01:00,0.51135,Positive
2025-07-10,ADBE,"Security, AI, and IoT to drive robust IT spend in 2H25, Piper Sandler says","Investing.com -- Piper Sandler’s latest CIO survey shows IT spending remains on solid footing heading into the second half of 2025, with Security, IoT, and AI infrastructure standing out as the top pr...",Yahoo,https://finnhub.io/api/news?id=2bc768aa2daad43218d065be0be6bd8e76532944b581910c792f1e5052d07a76,2025-07-10 16:33:32,0.51135,Positive
2025-07-10,ADBE,E-Commerce Today - E-Commerce's Expanding Role Amid Industry Shifts And Inflation,"FTI Consulting's 2025 U.S. Online Retail Report projects significant growth in e-commerce sales, reaching $1.27 trillion, marking an 8.5% increase over the previous year. Despite this growth, the repo...",Yahoo,https://finnhub.io/api/news?id=905a5172b495590de2dbd0abf581f61ebebb3a7249f3ec711811682b9355b611,2025-07-10 15:37:31,0.51135,Positive
2025-07-10,ADBE,Amazon's Cloud Pivot To AI Is Why I'm Still Long,...,SeekingAlpha,https://finnhub.io/api/news?id=f219e9050298de433b9028eea3318ff190de1a19ccf1447b9491414d456224ca,2025-07-10 14:39:04,0.51135,Positive
2025-07-10,ADBE,Moat Stocks Advance In Summer Rally,...,SeekingAlpha,https://finnhub.io/api/news?id=db9059e576e793bdce9162c29a587ea035cbf24fab62b6e4961ed29e94c05090,2025-07-10 11:35:00,0.51135,Positive
2025-07-10,ADBE,3 Large-Cap Stocks to Keep an Eye On,"Large-cap stocks have the power to shape entire industries thanks to their size and widespread influence. With such vast footprints, however, finding new areas for growth is much harder than for small...",Yahoo,https://finnhub.io/api/news?id=98990cdaea4f8d6c3224a6b79995ee2b54f334a8b078ed0bcd84e309521648f7,2025-07-10 07:33:05,0.51135,Positive
2025-07-10,ADBE,Adobe and the Premier League Kick Off a Creative Revolution for Global Fanbase,"LONDON, July 10, 2025--Today at Adobe Summit London, Adobe (Nasdaq: ADBE) and the Premier League announced a multi-year partnership to bring new AI-powered personalised digital experiences to fans aro...",Yahoo,https://finnhub.io/api/news?id=3983db7e7a328af5190d4ddb4e911d484a0ff8de081d2f002238db72b6e8e7c9,2025-07-10 07:00:00,0.51135,Positive
2025-07-10,CSCO,Nvidia Stock Closes Above $4 Trillion Milestone for First Time,"The chip maker's shares are up more than 50% over the past three months, leading the broader market rebound after the tariff selloff....",Yahoo,https://finnhub.io/api/news?id=e81fba77c33ab675b8840356046fd4d5a0904c568664219aeea1f4a77fdf0ba9,2025-07-10 23:10:00,-0.1909,Neutral
2025-07-10,CSCO,Cisco Shares Trade Near 52-Week High: What's Next for CSCO Investors?,CSCO is benefiting from an expanding security and AI portfolio despite challenging macroeconomic conditions and stretched valuation....,Yahoo,https://finnhub.io/api/news?id=4ccbb879e668caea488d3d4327fd03962a3a209d135adc7dea014524802ff697,2025-07-10 17:31:00,-0.1909,Neutral
2025-07-10,CSCO,Nvidia CEO Reportedly Scheduled to Meet With China. The Stock Is Rising.,"The chip maker's shares are up more than 50% over the past three months, leading the broader market rebound after the tariff selloff....",Yahoo,https://finnhub.io/api/news?id=d85265b30dcde7b8070cf2aee9f8eac1a5367ae6a0c034f8e56a4a5f6e093f26,2025-07-10 16:56:00,-0.1909,Neutral
2025-07-10,CSCO,These Are The Most Overvalued And Undervalued Mega Cap Stocks,...,SeekingAlpha,https://finnhub.io/api/news?id=5d1188996de610d85b617148b91a54f4e10a95dc28b96e263ef778afb7ab47a9,2025-07-10 13:48:09,-0.1909,Neutral
2025-07-10,CSCO,"Middle East Cybersecurity Market Forecast Report 2025-2030 | Digital Transformation, State-Sponsored Threats, Regulatory Pressures, and the Rise of AI-Powered Attacks","The Middle East cybersecurity market is predicted to grow from USD 16.75 billion in 2025 to USD 26.04 billion by 2030, at a CAGR of 9.2%, driven by Saudi Arabia's Vision 2030 and a burgeoning startup ...",Yahoo,https://finnhub.io/api/news?id=e5ee033c52b907ed75b78b17faa2336ed8d0da2f3d706f259c80518efc7d164d,2025-07-10 11:52:00,-0.1909,Neutral
2025-07-10,CSCO,"Global WELL Adoption Experiences Unprecedented Growth, With 6 Billion Square Feet of Space Now Engaged With the World’s Leading Standard for Healthy Buildings, Organizations and Communities",The global shift toward people-first places has fueled a twelve-fold increase in WELL since 2020-now shaping roughly $2 trillion in assets Companies using WELL as a framework for health and performanc...,Yahoo,https://finnhub.io/api/news?id=c18000ec778475ba4c1f131116d36ab12028a8924e06e6ffa7e3a22484669fa5,2025-07-10 11:30:00,-0.1909,Neutral
2025-07-10,INTU,Intuit Inc. stock underperforms Thursday when compared to competitors,Intuit Inc. stock underperforms Thursday when compared to competitors...,MarketWatch,https://finnhub.io/api/news?id=13fa9cfce2c784e93f8333e9df4a30abc25073eaf4d07bc8c50113e6d0d699ee,2025-07-10 19:34:00,0.0,Neutral
2025-07-10,INTU,"Intuit: Should Pay Employees Solely With Stock, As Investors Miraculously Ignore It",Discover why Intuit Inc.'s strong growth and wide moat don't justify its stretched valuation. Click for key insights on INTU profitability and market comparisons....,SeekingAlpha,https://finnhub.io/api/news?id=b39dee647a697ff076fb194fde982fcd769598bf9c5e4ba2f2c29338199cfd1f,2025-07-10 19:21:10,0.0,Neutral
2025-07-10,INTU,SignWell Integrates with Intuit QuickBooks,"SignWell now seamlessly integrates with Intuit QuickBooks. This integration will empower financial professionals and companies to get estimates and invoices signed faster, eliminate paperwork......",Finnhub,https://finnhub.io/api/news?id=83623ef69787c4b65a9e0c3f02ffefaf39b2d0f636e029804bb15356cdc9c355,2025-07-10 18:20:59,0.0,Neutral
2025-07-10,INTU,Marketing Automation Market worth $81.01 billion by 2030- Exclusive Report by MarketsandMarkets™,"The global Marketing Automation Market Size is Projected to Reach 81.01 billion by 2030 from USD 47.02 billion in 2025, at a CAGR of 11.5% during the forecast period, according to a new report by Mark...",Yahoo,https://finnhub.io/api/news?id=0909c168853e2694e0c4cc253a3f51ea8ec648f95383d482149f2a3cd4272254,2025-07-10 17:01:00,0.0,Neutral
2025-07-10,INTU,Three Strategic Moves Powering Intuit's Next Decade of Growth,Intuit is well-positioned to grow in the coming decade....,Yahoo,https://finnhub.io/api/news?id=f1dd956a3916f30c4a7e0481fac71e2b6bea6ba2b210f34ffc31fce2ebbd61b2,2025-07-10 16:45:00,0.0,Neutral
2025-07-10,INTU,Intuit Inc. (INTU) is Attracting Investor Attention: Here is What You Should Know,"Intuit (INTU) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock....",Yahoo,https://finnhub.io/api/news?id=4b3a8e24f73129971fe45932f56de010ba578b6821055dafe3499734f5390b4f,2025-07-10 16:00:02,0.0,Neutral
2025-07-10,INTU,"He Worked At Microsoft, Amperity And Apptio — Now His 9-Person Startup Was Acquired By Intuit To Transform Mid-Market Sales","Intuit (NASDAQ:INTU) has just acquired Relevvo, a small Seattle startup that built an AI platform designed to help business-to-business companies find and connect with high-intent buyers faster than t...",Yahoo,https://finnhub.io/api/news?id=e439c0fa804a3683ab1d1f2bb459cc9898af2b2a01c74893e670071b6670231f,2025-07-10 15:00:18,0.0,Neutral
2025-07-10,INTU,Why Smart Investors Are Paying Attention to Intuit Stock,This tech giant is quietly charting its growth trajectory for years to come....,Yahoo,https://finnhub.io/api/news?id=7a2367ef2012273498c4c16b33fe163cdb31726b2bd732239cbb6533712b3f28,2025-07-10 13:00:00,0.0,Neutral
2025-07-10,INTU,3 Profitable Stocks with Mounting Challenges,"Even if a company is profitable, it doesn’t always mean it’s a great investment. Some struggle to maintain growth, face looming threats, or fail to reinvest wisely, limiting their future potential....",Yahoo,https://finnhub.io/api/news?id=6a9b9e293f6ee7923f52a2db89e30f63f0d2172daa103891fc836237954b5b0b,2025-07-10 07:35:33,0.0,Neutral
2025-07-10,QCOM,Will Solid Momentum in Premium Handset Vertical Drive QCOM's Growth?,Qualcomm's Snapdragon 8 Elite powers Samsung's latest Galaxy Z Fold7 as it gains ground in the premium handset market despite growing competition....,Yahoo,https://finnhub.io/api/news?id=c231115b0dd3dde032854571611010e5c29226543195a66fc78987d36b502226,2025-07-10 15:51:00,0.27975000000000005,Positive
2025-07-10,QCOM,TSMC Sales Surge. It Might Be an Even Bigger AI Chip Winner than Nvidia.,Nvidia  is the artificial-intelligence chip superstar but  Taiwan Semiconductor Manufacturing  deserves a mention too.  The Taiwanese chip manufacturer’s sales are booming as it rides a wave of demand...,Yahoo,https://finnhub.io/api/news?id=3e1a299ec36b076e021c65dc98fc4df0c0fdae971a84fe30b7723ddaa506407e,2025-07-10 15:41:00,0.27975000000000005,Positive
2025-07-10,QCOM,"Citi Raised the Firm’s PT On QUALCOMM (QCOM), Maintains a Hold Rating","QUALCOMM Incorporated (NASDAQ:QCOM) is one of the 10 Most Undervalued Technology Stocks to Buy Right Now. On July 7, Citi raised firm’s price target on QUALCOMM Incorporated (NASDAQ:QCOM) from $145 to...",Yahoo,https://finnhub.io/api/news?id=a8ba2b3fe4b29dba3e2c75468f92706a88b19ee95cf829a67f32f9a71d13452c,2025-07-10 15:08:36,0.27975000000000005,Positive
2025-07-10,QCOM,"Form 8.3 - The Vanguard Group, Inc.: Qualcomm Incorporated","The Vanguard Group, Inc. Form 8.3 - The Vanguard Group, Inc.: Qualcomm Incorporated 10-Jul-2025 / 15:10 GMT/BSTFORM 8.3 PUBLIC OPENING POSITION DISCLOSURE/DEALING DISCLOSURE BY A......",Finnhub,https://finnhub.io/api/news?id=9091e6cdfb0618991d7d5b2af8336ea5e92805c7fc49f4678e927b97e101c5bd,2025-07-10 13:13:04,0.27975000000000005,Positive
2025-07-10,QCOM,Invesco Ltd. - Invesco Ltd: Form 8.3 - Aqua Acquisition Sub LLC (an indirect wholly-owned subsidiary of Qualcomm Inc); Public dealing disclosure,FORM 8.3PUBLIC DEALING DISCLOSURE BYA PERSON WITH INTERESTS IN RELEVANT SECURITIES REPRESENTING 1% OR MORE......,Finnhub,https://finnhub.io/api/news?id=3b96d242fc773a450163c731b428d760c507c219657a6a25a214b2f83af8c5bb,2025-07-10 11:57:06,0.27975000000000005,Positive
2025-07-11,NVDA,"Big Tech will survive Trump tariffs, CEO of $4 trillion NVIDIA says","NVIDIA CEO Jensen Huang spoke to USA TODAY about tariffs, trade and his trip to China after a meeting with President Donald Trump at the White House....",Yahoo,https://finnhub.io/api/news?id=88bf35db9efef3d7dd9dad02ab477fdede4fb0bfa028e91e85f00e588802e163,2025-07-12 02:05:09,0.12129000000000001,Neutral
2025-07-11,NVDA,Stocks end lower as tariffs sour sentiment,"STORY: Wall Street ended lower Friday.The Dow dropped six tenths of one percent, the S&P 500 fell three tenths, and the Nasdaq slid two tenths.All three indexes finished lower for the week.Friday's de...",Yahoo,https://finnhub.io/api/news?id=75bf88e312a7da9e4c1564fb3936714a412343030eaf4adac6b7d409617c5838,2025-07-12 01:51:40,0.12129000000000001,Neutral
2025-07-11,NVDA,Markets Weekly Outlook: Inflation Storm Ahead As Earnings Season Gets Underway,Trade deals have begun to filter through but the majority of countries are still locked in negotiations with the US as the tariff implementation date of August 1 beckons....,SeekingAlpha,https://finnhub.io/api/news?id=f48c1eebfded30506c4f5d8aa4ec3030f8e21ab227e3dde5b3040b2196f5ea73,2025-07-12 01:40:00,0.12129000000000001,Neutral
2025-07-11,NVDA,Veteran analyst drops massive call on AMD stock,The fresh target could shake up the AI chip race....,Yahoo,https://finnhub.io/api/news?id=9785f9abe2ac6116dd72645ba3ce5fe518093f7aece995ee753bb66aca146909,2025-07-12 01:07:00,0.12129000000000001,Neutral
2025-07-11,NVDA,"Aritzia delivers more than analysts were expecting, and where can Nvidia go from here?","The week in stocks: A breakdown of the most interesting developments in the world of investing, including companies that should be on your radar...",Yahoo,https://finnhub.io/api/news?id=5da83fd3610620ecb7288b94ab6ee71de98fffe37c9a920238fbc1d7f198eaf5,2025-07-12 00:44:35,0.12129000000000001,Neutral
2025-07-11,NVDA,Nvidia Becomes First Company Ever to Reach $4 Trillion Market Cap. Could the Growth Stock Have Even More Room to Run?,"Nvidia surpassed $4 trillion in market cap on Wednesday, becoming the first company ever to do so.  The investment thesis is backed by measurable results.  Nvidia's success largely depends on its top ...",Yahoo,https://finnhub.io/api/news?id=5308a7276d89fe4f425f1e98c16fbd8efe88c930536664a5e5dd87b817e03978,2025-07-12 00:17:00,0.12129000000000001,Neutral
2025-07-11,NVDA,Nvidia’s Jensen Huang says AI could lead to job losses ‘if the world runs out of ideas’,"The chief executive of the world’s leading chipmaker warned that while artificial intelligence will significantly boost workplace productivity, it could lead to job loss if industries lack innovation....",Yahoo,https://finnhub.io/api/news?id=ece022e5f7f83b2c5b278384bd516d0d16c352e9e0551d6540815608b6647093,2025-07-12 00:06:42,0.12129000000000001,Neutral
2025-07-11,NVDA,Why Wall Street analysts think Alphabet may be the most overlooked Big Tech stock,"Alphabet stock has taken a hit this year, but some Wall Street analysts see a buying opportunity....",Yahoo,https://finnhub.io/api/news?id=cf6777db40361a79004f2f7831b040eec008e8895a66d2f6105db9f0ccbc14ca,2025-07-12 00:01:15,0.12129000000000001,Neutral
2025-07-11,NVDA,Nvidia's Only Sell Call on Wall Street,"As Nvidia shares hit record high, Seaport Research Partners Analyst Jay Goldberg has the only sell call on Wall Street. He speaks with Romaine Bostick and Katie Greifeld on ""The Close.""...",Yahoo,https://finnhub.io/api/news?id=44d2ee502a3cfab95b4af177cac173aeeb3cbb1d4e27cde2b417607d8a29de81,2025-07-11 23:55:30,0.12129000000000001,Neutral
