trade_id,open_time,close_time,symbol,strategy_id,qty,entry_price,exit_price,fees_usd,pnl_usd,pnl_pct,exit_reason,stop_pct,take_pct,holding_minutes,sentiment_score,sentiment_label,news_headline
bc4cd95c2f8e69eb,2024-10-15 05:30:00-04:00,2024-10-15 12:00:00-04:00,TSLA,S01,4593,217.7,219.855,0.0,9897.915000000005,0.9898943500229679,EOD,3.0,5.0,390.0,0.10792830188679245,NEU,
b758a35fb9da0231,2024-10-15 05:44:00-04:00,2024-10-15 12:00:00-04:00,ADBE,S01,1953,511.99,508.735,0.0,-6357.014999999991,-0.6357546045821199,EOD,3.0,5.0,376.0,0.33520434782608693,NEU,
bd8c7a06d8812809,2024-10-15 05:30:00-04:00,2024-10-15 12:00:00-04:00,QCOM,S01,5646,177.09,176.115,0.0,-5504.849999999968,-0.5505675080467527,EOD,3.0,5.0,390.0,0.37817500000000004,NEU,
a0a72e04b1f9aac9,2024-10-16 05:30:00-04:00,2024-10-16 12:00:00-04:00,NVDA,S01,7548,132.47,133.8793,0.0,10637.396400000014,1.0638635162678358,EOD,3.0,5.0,390.0,0.273454054054054,NEU,
fd21c9f3e23a378b,2024-10-16 05:51:00-04:00,2024-10-16 12:00:00-04:00,MSFT,S01,2383,419.53,414.1111,0.0,-12913.238699999883,-1.2916597144423405,EOD,3.0,5.0,369.0,0.3611644736842105,NEU,
2f927f70ef489a4c,2024-10-16 05:33:00-04:00,2024-10-16 12:00:00-04:00,AAPL,S01,4272,234.03,230.1935,0.0,-16389.528000000006,-1.6393197453317954,EOD,3.0,5.0,387.0,0.23027611940298504,NEU,
eff1d3759e0d2068,2024-10-16 06:32:00-04:00,2024-10-16 12:00:00-04:00,AVGO,S01,5662,176.61,176.8708,0.0,1476.649599999938,0.14767000736084537,EOD,3.0,5.0,328.0,0.11495294117647059,NEU,
ce85e4c823c92f8d,2024-10-16 06:33:00-04:00,2024-10-16 12:00:00-04:00,ADBE,S01,1964,509.0,502.375,0.0,-13011.5,-1.3015717092337917,EOD,3.0,5.0,327.0,0.283475,NEU,
d21d685a42c71c10,2024-10-16 05:34:00-04:00,2024-10-16 12:00:00-04:00,CSCO,S01,18211,54.91,55.615,0.0,12838.7550000001,1.2839191404115926,EOD,3.0,5.0,386.0,0.17462857142857147,NEU,
ae2841a0ca581e34,2024-10-17 05:30:00-04:00,2024-10-17 08:00:00-04:00,TSM,S01,4967,201.29,195.2513,0.0,-29994.22290000003,-3.000000000000003,STOP_LOSS,3.0,5.0,150.0,0.186094,NEU,
f402045529e6231f,2024-10-17 05:46:00-04:00,2024-10-17 12:00:00-04:00,CSCO,S01,17721,56.43,56.4463,0.0,288.85230000001934,0.028885344674820294,EOD,3.0,5.0,374.0,0.3791923076923077,NEU,
1e8a97722ac4339b,2024-10-18 05:30:00-04:00,2024-10-18 12:00:00-04:00,NVDA,S01,7216,138.57,137.796,0.0,-5585.184000000007,-0.5585624594067986,EOD,3.0,5.0,390.0,0.3007810526315789,NEU,
fde897d1b1b0f3d4,2024-10-18 05:30:00-04:00,2024-10-18 12:00:00-04:00,AVGO,S01,5490,182.12,180.2595,0.0,-10214.14500000001,-1.0215791785635853,EOD,3.0,5.0,390.0,0.5519111111111111,NEU,
345d296f234010e4,2024-10-18 05:33:00-04:00,2024-10-18 12:00:00-04:00,TSM,S01,4899,204.11,202.585,0.0,-7470.975000000028,-0.7471461466856135,EOD,3.0,5.0,387.0,0.4576027027027027,NEU,
