strategy_id,total_pnl_usd,avg_pnl_usd,trade_count,pnl_std_usd,avg_pnl_pct,pnl_std_pct,avg_holding_minutes,take_profit_count,win_rate_pct,stop_loss_count,eod_count
S01,1402266.3024,20032.3757,70,35894.6289,2.0035,3.5899,5953.0857,38,67.14285714285714,21,0
S02,1232368.6722,22006.5834,56,46683.8708,2.201,4.6691,7452.25,17,58.92857142857143,20,0
S03,943567.61,21943.4328,43,52043.1391,2.1945,5.2048,8667.3256,6,58.139534883720934,14,0
