symbol,total_pnl_usd,trade_count,avg_pnl_usd,avg_pnl_pct,pnl_std_pct,avg_holding_minutes,strategy_count,win_rate_pct
AAPL,-16389.528,1,-16389.528,-1.6393,,387.0,1,0.0
ADBE,-19368.515,2,-9684.2575,-0.9687,0.4708,351.5,1,0.0
AVGO,-8737.4954,2,-4368.7477,-0.437,0.8268,359.0,1,50.0
CSCO,13127.6073,2,6563.8037,0.6564,0.8874,380.0,1,100.0
MSFT,-12913.2387,1,-12913.2387,-1.2917,,369.0,1,0.0
NVDA,5052.2124,2,2526.1062,0.2527,1.1472,390.0,1,50.0
QCOM,-5504.85,1,-5504.85,-0.5506,,390.0,1,0.0
TSLA,9897.915,1,9897.915,0.9899,,390.0,1,100.0
TSM,-37465.1979,2,-18732.599,-1.8736,1.593,268.5,1,0.0
