strategy_id,total_pnl_usd,avg_pnl_usd,trade_count,pnl_std_usd,avg_pnl_pct,pnl_std_pct,avg_holding_minutes,take_profit_count,win_rate_pct,stop_loss_count,eod_count
S01,15388.6369,732.7922,21,35668.9279,-0.1316,3.5258,5133.9048,6,47.61904761904761,11,0
S02,18779.3677,894.2556,21,39514.0795,-0.3946,3.7946,4978.7143,3,47.61904761904761,11,0
S03,-34967.3535,-1665.1121,21,35408.5741,-1.4736,1.6509,4670.7619,0,47.61904761904761,11,0
