strategy_id,total_pnl_usd,avg_pnl_usd,trade_count,pnl_std_usd,avg_pnl_pct,pnl_std_pct,avg_holding_minutes,take_profit_count,win_rate_pct,stop_loss_count,eod_count
S01,656689.588,25257.2918,26,28670.3868,1.6679,2.8692,3248.1154,13,80.76923076923077,3,0
S02,427395.4733,18582.4119,23,29866.5397,0.534,2.5226,2230.6522,3,82.6086956521739,2,0
S03,325595.4749,14799.7943,22,24444.1799,-0.1478,0.9347,1770.8182,0,81.81818181818183,2,0
